Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,kfold
1385,2,1,2,30,34.0,11,1,0,3
1575,2,1,3,25,45.0,0,2,0,3
790,1,2,1,0,0.0,0,2,1,3
984,1,2,2,20,22.0,14,3,1,3
2840,1,2,2,10,26.0,26,2,0,3
1212,1,1,2,10,30.0,11,2,0,3
3500,1,1,2,20,26.0,32,3,0,3
2138,1,1,3,15,60.0,0,2,0,3
3336,1,1,2,20,32.0,26,1,0,3
2138,1,2,2,40,38.0,18,3,0,3
1575,1,2,3,20,38.0,0,1,2,3
2267,2,1,2,5,40.0,4,1,0,3
1132,1,2,2,40,28.0,3,3,0,3
1212,1,2,2,40,27.0,19,2,0,3
732,1,1,2,15,20.0,16,2,0,3
488,1,2,2,15,25.0,5,2,0,3
410,1,1,2,20,36.0,1,1,0,3
851,2,1,2,10,19.0,0,2,0,3
2401,1,1,2,30,46.0,6,2,1,3
1056,1,1,2,10,39.0,1,2,0,3
448,1,2,2,60,13.0,15,3,0,3
851,2,1,2,20,30.0,7,1,0,3
1212,1,1,2,30,37.0,7,3,0,3
2139,1,1,2,40,35.0,13,3,0,3
283,2,2,3,30,20.0,0,2,0,3
2015,1,1,2,15,19.0,28,3,1,3
1478,1,2,2,15,30.0,13,3,0,3
984,1,1,2,50,34.0,6,3,0,3
1212,1,2,2,50,31.0,3,2,0,3
169,1,2,3,10,16.0,0,1,0,3
732,1,2,2,10,22.0,7,2,0,3
1576,1,1,2,60,44.0,7,1,0,3
677,1,1,2,15,14.0,20,1,0,3
916,1,1,2,60,36.0,2,2,0,3
1132,1,1,2,40,19.0,22,2,0,3
2015,1,1,2,20,8.0,30,2,0,3
1056,1,2,2,45,21.0,17,3,0,3
283,2,2,3,10,28.0,0,3,0,3
731,1,2,2,25,35.0,3,1,0,3
915,1,1,2,25,32.0,6,2,0,3
1385,1,2,2,5,7.0,14,2,0,3
1678,1,2,2,15,14.0,32,2,0,3
2138,1,2,2,40,29.0,17,2,0,3
731,2,1,2,30,23.0,5,3,0,3
2688,1,1,3,5,50.0,0,2,0,3
984,1,2,2,40,22.0,16,2,1,3
732,1,2,2,45,33.0,5,1,0,3
1576,1,1,2,30,33.0,6,2,0,3
577,2,1,2,40,17.0,16,1,0,3
2542,1,1,2,40,28.0,20,2,0,3
2688,1,2,2,40,26.0,20,1,0,3
1385,2,1,2,25,24.0,19,3,0,3
2401,1,2,2,20,34.0,16,2,1,3
1132,1,1,3,25,37.0,0,2,0,3
1132,2,1,2,40,33.0,10,3,0,3
1056,1,1,2,10,35.0,7,3,0,3
1575,1,1,2,15,36.0,3,3,0,3
3500,1,1,2,5,17.0,47,3,1,3
851,1,1,2,20,27.0,7,2,0,3
1576,1,1,2,10,15.0,28,2,0,3
3336,2,1,3,20,50.0,0,2,2,3
851,2,1,2,20,15.0,16,2,0,3
2999,2,1,2,20,36.0,16,2,0,3
2688,1,2,2,20,44.0,7,3,0,3
2138,1,1,3,30,50.0,0,2,2,3
1132,1,1,2,40,15.0,14,2,0,3
2541,1,1,2,40,44.0,10,2,0,3
410,2,1,1,0,0.0,0,1,1,3
3500,1,2,2,20,24.0,32,3,0,3
2402,1,2,2,15,47.0,5,2,0,3
2840,1,1,2,20,41.0,15,2,0,3
984,1,2,2,20,28.0,9,1,0,3
2015,1,1,3,30,54.0,0,2,0,3
625,2,1,2,10,10.0,5,2,0,3
984,1,2,2,80,24.0,12,1,0,3
1385,2,1,2,40,29.0,8,2,0,3
1678,1,1,2,30,27.0,15,1,0,3
1478,1,2,3,40,45.0,0,3,0,3
1132,1,2,2,10,16.0,23,1,0,3
577,1,1,2,30,22.0,13,1,0,3
168,2,1,3,10,6.0,0,2,0,3
2999,2,2,3,60,62.0,0,2,0,3
375,1,1,3,30,21.0,0,3,0,3
1678,1,1,1,0,0.0,0,1,0,3
2401,1,2,3,10,53.0,0,2,1,3
677,2,1,2,40,34.0,0,1,0,3
1132,1,1,2,5,20.0,23,3,0,3
3164,2,1,2,25,50.0,4,2,0,3
188,1,2,2,35,15.0,4,2,0,3
2267,1,2,2,15,38.0,13,2,0,3
1678,1,1,2,20,30.0,7,3,0,3
851,1,1,2,60,39.0,1,1,0,3
257,1,1,3,20,24.0,0,2,0,3
2541,1,1,2,5,8.0,33,1,0,3
1385,1,2,2,40,22.0,22,2,0,3
2840,1,1,3,10,45.0,0,1,1,3
2401,1,2,2,30,31.0,20,2,0,3
915,1,2,3,40,40.0,0,1,1,3
2840,1,2,2,35,35.0,20,2,0,3
1132,1,2,2,20,39.0,2,1,0,3
1785,1,2,2,10,22.0,5,1,1,3
411,1,1,2,20,16.0,14,1,0,3
1296,1,2,2,25,35.0,7,2,1,3
2138,2,2,3,30,48.0,0,1,1,3
1785,1,1,2,30,50.0,0,2,0,3
3165,2,1,3,20,54.0,0,2,0,3
283,1,1,3,30,27.0,0,3,0,3
2688,1,1,2,40,38.0,16,2,0,3
2840,1,1,3,20,52.0,0,1,0,3
625,1,2,3,65,38.0,0,2,0,3
2542,2,1,2,40,40.0,15,2,0,3
410,1,2,2,30,16.0,6,1,0,3
2139,2,2,3,20,43.0,0,2,0,3
2138,1,2,2,40,32.0,15,1,0,3
2402,1,2,2,15,47.0,0,2,0,3
732,1,1,2,30,35.0,3,2,0,3
915,1,1,2,5,26.0,5,1,0,3
677,1,2,2,20,25.0,4,2,0,3
3336,2,2,3,10,30.0,0,1,0,3
311,2,1,2,5,15.0,10,1,0,3
1132,1,1,2,20,36.0,4,1,1,3
3500,2,1,3,20,50.0,0,2,0,3
1056,2,2,3,50,42.0,0,1,0,3
2541,2,2,3,20,56.0,0,2,1,3
1576,1,1,2,30,43.0,4,2,1,3
1678,1,1,2,25,42.0,0,2,0,3
789,1,1,2,10,31.0,2,1,0,3
577,1,1,2,20,16.0,13,1,0,3
1212,1,2,2,10,13.0,2,2,0,3
915,1,1,3,10,32.0,0,2,0,3
448,1,2,2,40,5.0,13,1,0,3
1678,1,2,2,40,10.0,28,1,0,3
1296,1,2,2,25,44.0,5,2,0,3
851,1,1,2,45,27.0,8,2,0,3
1678,1,1,2,40,41.0,6,1,0,3
732,1,2,2,25,20.0,4,2,0,3
577,1,2,2,10,22.0,19,3,0,3
1132,1,2,2,50,37.0,2,2,0,3
789,1,2,2,20,20.0,10,2,0,3
851,1,1,2,20,9.0,23,1,0,3
3337,1,2,2,40,40.0,15,2,0,3
915,1,1,2,40,37.0,4,2,0,3
375,1,1,3,20,22.0,0,2,0,3
283,2,1,3,25,25.0,0,1,0,3
2267,1,1,2,70,30.0,24,2,1,3
312,2,1,2,20,23.0,5,1,0,3
2542,2,1,2,25,50.0,6,2,0,3
1296,1,2,3,5,43.0,0,3,1,3
2401,2,1,2,20,31.0,3,3,0,3
1132,1,1,2,20,26.0,11,2,0,3
1678,1,1,2,30,40.0,8,2,0,3
625,1,2,3,40,24.0,0,1,0,3
1898,2,1,2,20,36.0,8,3,0,3
850,2,1,2,10,28.0,1,1,0,3
2015,1,2,2,60,12.0,34,2,0,3
2402,2,1,2,10,48.0,4,1,0,3
410,1,2,2,20,20.0,10,1,0,3
342,2,1,3,50,29.0,0,1,0,3
3500,1,2,2,10,19.0,28,1,0,3
1212,2,1,3,50,44.0,0,1,0,3
790,1,1,2,20,32.0,8,1,0,3
577,1,1,3,30,34.0,0,3,0,3
1212,1,2,2,80,33.0,11,1,0,3
1478,2,1,2,10,5.0,7,1,0,3
2016,1,2,2,20,46.0,0,2,0,3
2016,1,2,3,20,43.0,0,1,1,3
1212,1,2,2,35,14.0,12,2,0,3
2541,1,1,2,20,47.0,12,1,0,3
1478,2,1,2,25,29.0,3,1,0,3
489,1,2,2,10,13.0,1,2,0,3
577,1,1,2,20,16.0,7,1,0,3
1575,1,1,2,60,44.0,11,1,0,3
2687,1,2,2,60,37.0,18,1,0,3
2999,1,2,3,20,49.0,0,1,1,3
626,2,1,2,20,17.0,3,3,0,3
1575,2,2,3,15,50.0,0,1,0,3
916,2,1,2,20,36.0,19,2,0,3
1898,2,1,2,60,42.0,4,3,0,3
3500,1,1,2,20,51.0,36,2,1,3
625,2,1,3,20,26.0,0,2,0,3
410,2,2,3,20,34.0,0,2,0,3
2688,2,1,3,20,43.0,0,1,0,3
984,1,1,2,50,28.0,12,1,0,3
1132,2,1,2,20,36.0,0,1,0,3
626,1,2,2,25,17.0,14,1,0,3
1056,1,2,2,40,35.0,8,1,2,3
2016,2,1,2,20,42.0,7,1,1,3
851,1,1,2,20,21.0,16,1,0,3
531,1,2,2,5,14.0,4,2,0,3
1385,1,1,2,40,18.0,31,1,0,3
3500,1,1,2,40,38.0,19,1,0,3
448,1,2,3,10,5.0,0,1,0,3
1478,1,2,2,60,11.0,30,3,0,3
732,1,1,2,20,20.0,14,1,0,3
488,1,1,2,40,23.0,3,3,0,3
677,2,1,2,10,26.0,9,2,0,3
1056,2,1,3,20,41.0,0,2,1,3
789,1,1,2,20,38.0,5,2,0,3
2139,1,1,3,5,49.0,0,1,0,3
2840,2,1,2,15,32.0,24,2,0,3
916,2,1,2,5,35.0,2,2,0,3
1132,1,2,2,20,46.0,0,1,0,3
1212,1,1,2,40,39.0,4,2,0,3
411,1,2,2,5,17.0,9,2,0,3
1678,1,1,3,30,37.0,0,2,0,3
1385,2,2,3,35,20.0,0,2,0,3
2016,2,1,2,10,5.0,32,3,1,3
2139,1,1,2,20,54.0,1,1,0,3
1678,2,1,2,20,20.0,11,1,0,3
1132,1,2,3,15,46.0,0,2,1,3
1132,1,1,2,20,27.0,15,2,0,3
626,1,2,3,15,5.0,0,3,0,3
789,1,1,1,0,0.0,0,3,1,3
531,1,2,3,15,31.0,0,1,0,3
916,1,1,2,80,30.0,10,2,0,3
790,1,2,2,5,30.0,17,2,0,3
257,2,2,3,20,24.0,0,3,0,3
677,1,2,2,40,32.0,3,2,0,3
3164,1,1,3,20,60.0,0,1,1,3
375,1,2,2,20,20.0,8,1,0,3
2687,1,2,2,30,50.0,1,1,0,3
209,2,1,3,5,24.0,0,1,0,3
3165,1,2,3,20,40.0,0,3,1,3
1296,1,2,2,60,40.0,1,2,0,3
789,2,1,2,10,16.0,21,1,0,3
677,1,1,2,20,23.0,6,1,0,3
984,1,2,2,40,16.0,25,2,0,3
1678,1,2,2,30,43.0,7,2,1,3
1132,1,2,3,25,47.0,0,1,0,3
2267,1,1,2,10,44.0,7,3,0,3
1678,2,1,2,20,12.0,22,2,0,3
2688,1,1,2,10,40.0,22,3,0,3
1132,2,1,3,15,48.0,0,1,0,3
915,2,1,2,5,15.0,21,1,0,3
790,1,1,2,20,31.0,10,2,0,3
1678,1,2,2,40,38.0,10,1,0,3
1385,1,1,2,40,11.0,19,3,1,3
531,1,2,2,35,20.0,8,2,0,3
1576,1,2,1,0,0.0,0,2,1,3
531,2,1,2,20,35.0,5,2,0,3
1478,1,2,2,20,48.0,6,2,0,3
188,1,2,2,30,16.0,4,2,0,3
1785,1,2,3,30,50.0,0,2,1,3
1385,1,2,2,20,49.0,0,3,0,3
1478,2,1,3,10,10.0,0,3,0,3
2401,1,1,2,50,25.0,15,2,0,3
1056,1,2,2,5,15.0,13,1,0,3
790,2,1,3,30,13.0,0,2,0,3
731,1,2,3,10,10.0,0,1,0,3
677,1,1,2,15,25.0,11,2,0,3
2138,1,1,3,40,50.0,0,1,0,3
1385,1,1,3,40,47.0,0,1,1,3
851,1,2,3,40,27.0,0,2,0,3
1898,1,1,2,10,38.0,11,3,0,3
2139,1,1,3,40,56.0,0,2,0,3
2999,2,1,3,10,57.0,0,1,1,3
1576,1,1,2,10,15.0,8,3,0,3
1678,1,2,2,30,20.0,20,1,0,3
1212,1,2,2,20,24.0,15,2,0,3
1678,1,2,2,50,27.0,19,1,0,3
1385,1,2,2,20,11.0,27,2,0,3
2402,1,2,2,35,24.0,29,2,2,3
1296,1,1,2,20,36.0,2,2,0,3
448,2,2,3,15,14.0,0,1,0,3
1576,2,1,3,20,53.0,0,3,0,3
915,1,1,3,30,39.0,0,2,0,3
2688,1,1,3,10,25.0,0,2,0,3
1575,1,2,2,40,13.0,32,2,0,3
1898,2,2,3,10,15.0,0,1,0,3
1385,2,2,3,30,26.0,0,2,0,3
256,2,2,3,25,26.0,0,1,0,3
2999,1,1,2,15,10.0,39,2,0,3
1785,1,2,3,40,30.0,0,1,0,3
342,2,1,2,20,16.0,2,2,0,3
1785,2,1,2,5,15.0,25,2,0,3
1785,1,1,2,50,50.0,4,2,0,3
2840,1,1,2,20,22.0,30,1,0,3
731,1,2,2,30,32.0,5,3,0,3
625,1,2,2,30,22.0,13,2,0,3
1785,1,1,2,40,41.0,13,3,0,3
1296,1,1,2,25,43.0,2,3,0,3
168,1,1,2,40,5.0,5,1,0,3
311,2,1,2,20,17.0,5,2,0,3
1132,2,1,3,10,34.0,0,1,1,3
1212,1,2,2,20,20.0,10,1,0,3
731,1,1,2,30,31.0,2,1,0,3
731,2,1,3,10,10.0,0,1,0,3
984,1,1,2,60,37.0,3,2,0,3
915,1,2,2,10,16.0,24,1,0,3
1576,2,2,3,15,46.0,0,2,0,3
150,1,1,3,10,12.0,0,2,0,3
448,1,1,2,20,15.0,1,3,0,3
1785,2,1,3,10,36.0,0,1,1,3
1678,1,1,2,40,40.0,2,3,0,3
188,2,2,3,20,28.0,0,2,0,3
1056,2,2,3,10,35.0,0,2,1,3
1132,1,2,2,40,13.0,27,2,0,3
1576,2,1,3,40,49.0,0,2,0,3
342,2,2,3,25,13.0,0,2,0,3
2688,1,2,2,30,26.0,19,3,0,3
1576,2,1,2,15,10.0,1,2,0,3
3500,1,1,2,50,48.0,20,2,0,3
850,1,2,2,20,24.0,18,2,0,3
625,1,1,2,20,38.0,2,3,0,3
2541,1,1,2,10,47.0,8,2,0,3
789,2,2,3,15,32.0,0,2,1,3
1385,1,2,2,15,46.0,3,3,0,3
984,1,2,2,40,14.0,18,2,0,3
984,1,2,2,30,33.0,3,2,0,3
1385,1,2,2,15,29.0,7,1,0,3
677,1,1,2,20,27.0,9,1,0,3
984,1,2,2,45,20.0,18,2,0,3
577,1,1,3,25,16.0,0,2,0,3
1478,1,2,2,25,10.0,29,2,0,3
2840,1,1,2,5,29.0,23,2,0,3
531,1,2,2,5,27.0,6,3,0,3
677,2,2,3,10,30.0,0,2,0,3
2267,1,1,2,20,51.0,7,1,1,3
2139,1,2,2,30,35.0,16,2,0,3
1056,1,1,3,10,35.0,0,2,0,3
2139,1,2,2,5,44.0,10,2,0,3
283,2,2,3,20,16.0,0,1,0,3
1132,1,1,2,20,14.0,20,3,0,3
732,1,2,2,60,21.0,12,2,0,3
1296,1,1,3,50,44.0,0,2,0,3
1132,1,2,2,10,18.0,14,2,0,3
342,1,1,2,30,20.0,1,1,0,3
1297,1,2,2,20,15.0,18,1,0,3
1786,1,1,2,20,23.0,5,2,0,3
915,2,2,3,20,8.0,0,3,0,3
625,2,1,2,15,15.0,14,3,0,3
1576,1,2,2,10,37.0,8,3,1,3
1385,1,2,2,40,37.0,0,2,0,3
1898,1,1,3,10,45.0,0,2,0,3
342,1,2,3,30,29.0,0,2,0,3
577,1,2,2,30,20.0,13,2,0,3
851,1,2,3,20,31.0,0,2,0,3
1898,1,1,3,60,45.0,0,3,0,3
2999,1,1,2,20,54.0,0,2,0,3
2267,1,1,2,30,52.0,1,2,0,3
531,2,2,3,20,26.0,0,2,0,3
410,1,2,2,60,14.0,12,3,0,3
1056,1,2,3,30,40.0,0,2,0,3
677,1,2,2,50,17.0,16,1,1,3
2016,2,1,2,50,36.0,17,2,0,3
448,1,1,2,20,29.0,8,1,0,3
2688,2,1,2,10,38.0,15,3,0,3
1056,1,1,2,30,21.0,21,1,0,3
2015,1,2,3,40,52.0,0,2,0,3
1576,1,1,2,70,42.0,9,1,0,3
2138,1,1,2,10,42.0,8,2,0,3
3164,2,2,3,20,60.0,0,2,0,3
488,1,2,2,20,8.0,12,1,0,3
448,2,1,3,20,18.0,0,2,0,3
1297,1,2,2,40,20.0,12,3,0,3
790,1,2,3,30,30.0,0,2,0,3
2541,1,1,2,20,25.0,6,2,2,3
410,1,2,3,5,18.0,0,2,0,3
2401,1,2,1,0,0.0,0,1,1,3
342,2,1,2,60,25.0,1,2,0,3
1385,2,2,3,20,21.0,0,2,0,3
410,2,1,3,40,31.0,0,2,1,3
732,1,2,2,50,21.0,10,2,0,3
984,1,2,2,30,39.0,1,2,0,3
577,1,1,2,20,22.0,11,2,0,3
2402,2,1,2,15,33.0,20,3,0,3
231,2,1,2,20,20.0,3,1,0,3
1898,2,1,2,10,40.0,6,2,1,3
1478,1,1,3,30,33.0,0,2,0,3
375,1,2,2,15,17.0,9,2,0,3
851,1,1,2,5,32.0,20,1,0,3
677,1,1,2,30,36.0,1,3,0,3
209,2,2,3,15,15.0,0,3,0,3
1898,1,2,2,40,39.0,7,2,0,3
1478,1,1,2,25,28.0,12,1,0,3
732,1,2,2,30,20.0,15,3,0,3
1478,1,1,2,20,18.0,22,3,0,3
577,1,2,2,50,31.0,3,1,0,3
3337,1,1,3,15,66.0,0,2,0,3
448,2,1,3,15,6.0,0,2,0,3
577,2,2,3,60,22.0,0,3,0,3
1576,1,1,1,0,0.0,0,2,0,3
1212,1,1,2,20,34.0,5,2,0,3
448,1,1,2,40,21.0,9,2,0,3
1385,1,1,3,20,45.0,0,2,2,3
1576,2,1,2,20,38.0,2,2,0,3
789,1,2,2,50,33.0,6,3,0,3
2267,1,1,2,15,28.0,14,1,0,3
448,2,2,3,40,18.0,0,2,0,3
1385,1,2,2,20,16.0,23,2,0,3
1478,1,2,2,30,14.0,30,2,0,3
150,1,2,2,20,12.0,5,1,0,3
1678,1,2,3,25,52.0,0,2,1,3
1576,1,2,2,15,14.0,28,2,1,3
1898,1,2,2,20,7.0,33,2,0,3
1575,1,1,2,20,31.0,24,2,0,3
851,1,2,2,15,19.0,20,2,0,3
1678,1,1,2,30,25.0,20,1,0,3
488,1,2,2,20,21.0,5,3,0,3
1478,2,1,3,5,17.0,0,2,0,3
626,2,1,2,20,18.0,12,2,0,3
410,1,1,3,40,26.0,0,1,0,3
2138,2,1,2,30,41.0,6,2,0,3
3500,1,1,2,10,27.0,34,2,0,3
1478,2,1,2,20,20.0,24,3,0,3
448,2,1,2,10,28.0,4,1,0,3
3500,1,1,3,30,60.0,0,1,1,3
1785,1,1,2,20,36.0,13,1,0,3
2401,2,1,3,20,47.0,0,3,1,3
677,1,1,3,30,25.0,0,1,0,3
410,1,2,2,10,17.0,15,1,0,3
625,1,2,2,15,10.0,18,2,0,3
1296,1,2,2,20,20.0,21,3,1,3
2999,2,1,2,40,39.0,19,2,0,3
1056,1,1,3,30,45.0,0,1,2,3
411,1,2,2,60,24.0,5,2,0,3
2542,1,2,2,5,20.0,26,3,0,3
342,2,1,2,30,16.0,11,1,0,3
1575,1,1,2,20,34.0,11,1,0,3
731,1,1,2,25,36.0,0,2,0,3
1056,1,2,2,60,36.0,6,3,0,3
448,1,2,2,45,18.0,15,3,0,3
851,1,1,2,20,20.0,6,3,0,3
1212,1,1,2,20,27.0,12,1,0,3
1297,1,2,2,20,11.0,30,1,0,3
2999,1,1,2,60,43.0,17,3,0,3
2840,2,2,3,10,40.0,0,3,0,3
188,2,1,2,15,13.0,5,2,0,3
3336,1,1,2,30,51.0,4,2,0,3
2840,1,2,3,15,60.0,0,2,1,3
2541,1,2,2,15,21.0,33,2,0,3
1056,1,2,2,40,33.0,4,1,0,3
342,2,1,2,20,7.0,13,2,0,3
2138,1,2,2,15,25.0,18,3,0,3
1678,2,2,3,30,33.0,0,1,0,3
1898,1,2,2,20,42.0,10,2,0,3
2401,1,2,2,15,5.0,38,3,1,3
1678,1,2,2,40,30.0,11,1,0,3
732,1,1,2,40,14.0,20,2,0,3
531,1,2,2,30,14.0,17,3,0,3
915,2,1,2,35,10.0,23,2,0,3
577,1,1,2,15,21.0,9,2,0,3
984,1,2,2,20,26.0,14,2,1,3
1132,1,1,2,40,18.0,25,2,1,3
375,1,2,2,20,13.0,2,1,0,3
1212,1,1,3,40,43.0,0,2,1,3
2267,1,1,3,40,50.0,0,3,2,3
577,1,2,2,20,7.0,12,2,0,3
1478,1,1,3,20,47.0,0,1,0,3
915,2,1,2,30,18.0,12,1,0,3
531,2,1,2,20,13.0,6,2,0,3
1478,1,2,2,20,16.0,21,1,0,3
1678,1,2,3,20,30.0,0,2,1,3
851,1,1,2,20,17.0,17,2,0,3
915,2,1,2,10,10.0,13,2,0,3
1898,1,1,2,20,35.0,11,2,2,3
2139,1,1,2,20,30.0,6,2,1,3
1575,1,2,2,20,42.0,3,2,0,3
2999,1,2,2,20,56.0,10,2,0,3
731,2,1,2,40,21.0,9,3,0,3
531,1,1,2,40,12.0,14,2,0,3
2401,2,1,2,10,22.0,18,3,0,3
3500,1,2,2,10,22.0,31,1,0,3
984,1,1,3,20,38.0,0,2,1,3
1678,1,2,3,40,50.0,0,3,1,3
851,1,1,2,10,30.0,1,2,0,3
984,2,2,3,50,31.0,0,3,0,3
1678,1,1,2,40,31.0,13,2,0,3
851,1,2,2,20,15.0,9,2,0,3
1212,1,2,2,20,18.0,18,1,0,3
2267,1,2,2,20,26.0,23,3,0,3
851,2,1,2,20,10.0,22,1,0,3
2999,2,1,2,5,42.0,0,2,0,3
790,2,2,3,15,35.0,0,1,1,3
375,2,1,2,10,11.0,13,2,0,3
151,1,2,2,15,12.0,2,2,0,3
531,1,2,2,5,30.0,0,2,0,3
2840,1,1,2,40,52.0,3,2,0,3
851,1,1,2,30,13.0,21,3,0,3
2999,1,2,2,20,44.0,6,3,0,3
1132,1,2,2,20,15.0,20,1,0,3
1678,2,1,2,15,35.0,7,3,0,3
1296,1,2,2,60,32.0,16,1,0,3
2840,1,2,2,20,36.0,24,1,0,3
1898,1,2,2,20,17.0,29,3,0,3
2402,1,1,3,20,50.0,0,2,1,3
2401,1,1,2,15,40.0,9,2,0,3
1297,2,1,3,20,46.0,0,1,0,3
168,1,1,2,40,19.0,2,2,0,3
2542,1,2,2,10,28.0,21,2,0,3
3164,1,2,2,40,40.0,15,1,1,3
1297,1,1,2,10,15.0,10,1,0,3
915,1,2,2,10,20.0,10,2,0,3
2688,1,2,2,20,22.0,31,2,0,3
1296,2,1,2,40,19.0,1,3,0,3
1785,1,2,3,10,40.0,0,1,2,3
1212,1,1,2,10,21.0,18,3,0,3
2015,1,1,2,15,37.0,17,2,1,3
2688,1,2,3,60,52.0,0,2,0,3
488,1,2,2,30,16.0,16,2,0,3
915,1,1,3,30,43.0,0,2,1,3
1678,1,1,2,60,36.0,11,3,0,3
1132,1,2,2,30,5.0,27,1,0,3
188,1,2,2,15,15.0,2,2,0,3
1296,1,2,2,55,18.0,22,1,0,3
731,2,1,3,15,18.0,0,3,0,3
1212,2,1,3,20,47.0,0,1,0,3
2401,1,2,2,30,25.0,31,2,2,3
1575,1,1,3,20,34.0,0,2,0,3
531,1,2,2,10,22.0,10,1,0,3
625,1,2,2,10,19.0,13,1,1,3
2139,1,2,2,10,19.0,28,3,0,3
1785,1,1,2,40,30.0,10,3,0,3
1785,1,2,2,30,16.0,10,2,0,3
448,2,1,2,20,22.0,4,1,0,3
2138,1,1,3,5,50.0,0,2,0,3
531,2,1,2,10,7.0,13,2,0,3
1786,2,1,2,25,34.0,10,3,0,3
1576,1,1,2,20,27.0,23,2,0,3
1385,1,2,3,30,34.0,0,3,1,3
625,1,1,2,15,30.0,4,3,0,3
1478,1,1,2,15,14.0,30,1,0,3
2139,2,1,3,20,41.0,0,2,0,3
488,1,2,2,20,22.0,5,3,0,3
625,1,1,3,20,15.0,0,3,1,3
3164,1,2,2,20,48.0,5,1,0,3
2138,1,2,2,20,24.0,28,2,1,3
789,1,2,2,50,35.0,5,1,0,3
312,2,2,3,50,22.0,0,1,0,3
1785,1,1,2,30,55.0,0,2,0,3
1478,1,1,2,20,18.0,0,1,0,3
2015,1,2,2,20,27.0,17,3,0,3
2688,1,1,2,20,28.0,10,2,0,3
3500,1,1,2,30,50.0,13,2,1,3
2401,1,1,2,30,31.0,20,1,0,3
1678,1,2,2,30,28.0,12,2,1,3
1132,1,2,2,20,23.0,16,2,0,3
2840,1,1,2,40,45.0,10,2,0,3
375,1,2,2,40,15.0,8,2,0,3
577,1,2,3,40,21.0,0,1,0,3
1385,2,1,3,5,30.0,0,3,0,3
1056,1,1,3,40,15.0,0,2,0,3
488,1,2,2,15,21.0,6,2,0,3
915,2,1,3,30,39.0,0,2,1,3
915,1,2,2,30,18.0,14,2,0,3
375,1,1,2,5,20.0,7,2,0,3
1132,1,2,2,30,17.0,19,1,0,3
488,1,2,3,25,30.0,0,1,1,3
2541,2,1,2,20,28.0,21,1,0,3
1385,1,2,2,30,15.0,26,3,0,3
1297,1,1,2,20,20.0,28,2,0,3
577,2,1,2,50,27.0,3,3,0,3
1056,2,1,3,15,43.0,0,1,0,3
790,1,2,2,5,23.0,4,1,0,3
789,1,2,2,45,25.0,10,1,0,3
851,1,1,3,5,34.0,0,2,0,3
577,2,1,1,0,0.0,0,1,1,3
3164,1,1,2,20,35.0,20,2,1,3
1478,2,1,3,60,46.0,0,2,0,3
531,1,1,3,15,25.0,0,2,0,3
2138,2,1,3,20,21.0,0,3,0,3
2541,2,1,2,15,42.0,14,3,0,3
789,1,2,2,20,11.0,17,2,0,3
677,1,2,3,40,42.0,0,1,0,3
1056,1,2,3,10,41.0,0,1,2,3
789,2,1,2,30,21.0,13,3,0,3
1786,1,1,2,50,24.0,27,1,0,3
1478,1,2,2,25,16.0,18,2,1,3
789,1,2,2,35,29.0,3,1,0,3
2267,1,1,2,20,23.0,30,3,0,3
1898,2,1,3,15,22.0,0,2,0,3
3500,1,1,2,20,15.0,26,2,0,3
1296,2,1,2,25,30.0,14,2,0,3
1385,1,2,3,20,16.0,0,2,0,3
448,1,2,3,20,16.0,0,2,0,3
731,2,1,3,15,25.0,0,3,0,3
2688,2,1,2,5,36.0,37,3,0,3
1786,1,2,2,10,22.0,22,3,0,3
851,1,1,2,20,11.0,22,1,0,3
1132,1,2,2,20,36.0,5,1,1,3
2688,1,1,2,40,30.0,21,1,0,3
1056,1,2,2,45,39.0,3,3,0,3
2015,2,1,3,10,20.0,0,1,1,3
577,1,2,2,30,28.0,2,2,0,3
1296,2,1,2,20,5.0,21,2,0,3
1785,1,1,2,20,30.0,8,1,0,3
2138,1,1,2,20,40.0,12,2,0,3
2267,1,2,2,50,42.0,10,2,1,3
3336,2,1,2,5,18.0,16,3,0,3
448,1,2,2,10,6.0,16,1,0,3
732,1,1,2,30,24.0,12,2,0,3
731,1,2,2,20,21.0,22,2,0,3
1212,2,1,2,30,35.0,0,2,0,3
1297,1,2,2,60,34.0,7,3,0,3
283,1,2,3,50,22.0,0,2,0,3
1576,1,1,2,20,35.0,6,1,0,3
851,1,2,3,5,40.0,0,3,0,3
342,2,1,3,5,12.0,0,2,0,3
1132,1,2,2,30,30.0,6,2,0,3
375,2,1,2,40,30.0,0,1,0,3
531,1,2,2,60,13.0,15,3,0,3
677,1,2,2,40,15.0,17,1,0,3
2016,1,2,2,30,12.0,27,1,0,3
448,2,1,2,20,8.0,15,3,0,3
1385,1,2,3,50,41.0,0,2,0,3
1898,1,1,3,25,53.0,0,3,2,3
1478,1,1,3,40,50.0,0,2,2,3
489,2,1,2,10,30.0,1,2,0,3
915,1,1,3,10,32.0,0,2,1,3
916,2,1,2,40,33.0,6,1,0,3
448,1,2,3,5,8.0,0,2,0,3
1678,1,1,2,60,45.0,6,3,0,3
2687,1,2,2,15,42.0,14,3,0,3
1898,1,1,3,20,52.0,0,2,1,3
915,1,1,3,20,24.0,0,1,0,3
